__CLASS__,redirect_url,salary_is_predicted,latitude,longitude,salary_max,contract_type,id,created,description,title,adref,salary_min,location.area,location.display_name,location.__CLASS__,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866718600?utm_medium=api&utm_source=aa0fc1e4,0,51.508092,-0.022997,45000.0,,5866718600,2026-09-02T09:24:18Z,"LOCATION: Canary Wharf, London, E14 SHIFT PATTERN: Mon - Fri 0800 - 1700 Work type: On-site SALARY: £45,000 per annum If you require any additional support or adjustments during the recruitment process, please don't hesitate to contact our Recruitment Department at recruitment@abm.com. We're here to help! Business Intelligence Analyst – Facilities & Innovation will be responsible for identifying, developing and implementing innovative technologies, digital solutions and business intelligence to…",Business Intelligence Analyst - Facilities & Innovation,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY2NzE4NjAwIn0.5HMy9pFvMdaV8M3IEUfqAWSzJMhUf8tgcRU0XrGsItM,45000.0,"['UK', 'London', 'East London', 'Canary Wharf']","Canary Wharf, East London",Adzuna::API::Response::Location,ABM UK,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,162
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866521433?utm_medium=api&utm_source=aa0fc1e4,0,,,117000.0,contract,5866521433,2026-09-02T05:39:30Z,"An opportunity has arisen for a Business Analyst / Systems Analyst to join a financial services client based in the Isle of Man on an initial six-month contract. Working within the integrations workstream of a Policy Administration System Migration Programme, you will help analyse how data moves between core platforms and external systems. The role requires a strong understanding of system interfaces, overnight batch processing, SFTP and APIs, including integrations with third parties such as b…",Business Analyst - Financial Services - Remote,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NjUyMTQzMyIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.MvYYmetEe8c82cMtllbKXi9F1nCVZ2rGR3SpDOyJhSc,0.0,['UK'],UK,Adzuna::API::Response::Location,Anson Mccade,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,163
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866519311?utm_medium=api&utm_source=aa0fc1e4,1,57.147499,-2.0954,86684.5,contract,5866519311,2026-09-02T05:36:32Z,"Our client, a leading player in the Defence & Security sector, is looking for a highly skilled Business Analyst to join their team in Aberdeen on a contract basis. This project, focusing on defence-related initiatives, demands a comprehensive understanding of repeatable manufacturing processes and ERP-based mapping. Key Responsibilities: Analyse business processes within a defence-related context to identify improvement opportunities Map manufacturing processes and ensure they are aligned with …",Senior Business Analyst - Outside IR35,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NjUxOTMxMSIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.U-d-415DSVvZAnV50UJvgoDIPVLJbzxE1-4t7gF7pR0,86684.5,"['UK', 'Scotland', 'Aberdeenshire', 'Aberdeen']","Aberdeen, Aberdeenshire",Adzuna::API::Response::Location,Defence,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,164
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866519319?utm_medium=api&utm_source=aa0fc1e4,0,52.647999,-1.7081,104520.0,contract,5866519319,2026-09-02T05:36:32Z,"Business Analyst, Government Gateway and Fraud Prevention Centre Rate: £402 per day Location: Telford, although location is flexible Working arrangement: To confirm Contract length: 6 months IR35 / engagement status: Inside IR35 Clearance: SC clearance required Your new company You will support critical national infrastructure work that is a high priority for HMRC and wider government. The assignment covers Government Gateway and Fraud Prevention Centre activities. Your new role As an end-to-en…",SC Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NjUxOTMxOSIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.wuHKP-V1BrZebZQgyL-wP-VxhjH0cf0f-l1eeMGUceQ,104520.0,"['UK', 'West Midlands', 'Shropshire', 'Telford']","Telford, Shropshire",Adzuna::API::Response::Location,HAYS,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,165
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866113158?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,41028.28,contract,5866113158,2026-09-02T03:09:03Z,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Business Owner / Founder Type: Contract Compensation: $80–$160/hour Location: Remote Role Responsibilities Review and assess domain-specific documents for quality, accuracy, and relevance. Provide structured feedback to improve document standa…",Business Analyst - Fully Remote,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY2MTEzMTU4In0.FZaZpEEHFzDviGuO96phbjQaIfUGbXPegEsgWH68taY,41028.28,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Mercor,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,166
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866113155?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,42584.66,contract,5866113155,2026-09-02T03:09:02Z,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Finance / Business Ops Experts Type: Contract Compensation: $80–$160/hour Location: Remote Role Responsibilities Review and assess domain-specific documents for quality and accuracy. Provide structured feedback to ensure document relevance and…",Business Ops Analyst - Fully Remote,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NjExMzE1NSIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0._z5Th_hz7lE1tfQWZOom-YlKh4tgIyzLyF1M4BoNTY8,42584.66,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Mercor,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,167
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866082351?utm_medium=api&utm_source=aa0fc1e4,0,53.957699,-1.08229,46049.0,,5866082351,2026-09-02T02:38:24Z,"Department The Marketing, Recruitment, Admissions, and Outreach (MRAO) department is part of the broader Global Recruitment, Marketing, and Admissions (GMRA) Directorate. MRAO promotes the University’s study opportunities, engages with schools and colleges, drives access and outreach, and manages applications and admissions. While embedded in MRAO, this role operates across the wider GMRA directorate to support projects led by MRAO and International Recruitment, Partnerships, and Mobility (IRPM…",Project Manager and Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY2MDgyMzUxIn0.HnD8XvWHNcs22CkwUGSgd2KXGVKIfkrar0tfuyWAIFY,37694.0,"['UK', 'Yorkshire And The Humber', 'North Yorkshire', 'York']","York, North Yorkshire",Adzuna::API::Response::Location,University of York,Adzuna::API::Response::Company,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,168
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865311442?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,51798.17,permanent,5865311442,2026-09-01T22:03:52Z,"Contract type: Permanent Location: London Working style: Hybrid 50% home/office based We’re looking for an experienced Business Analyst to join Royal London Asset Management and play a key role in delivering client‑focused change. Working within business‑facing agile scrum teams, you’ll lead business and data analysis across Client Group initiatives, with a strong focus on our CRM landscape. With a focus on improving CRM and client service processes, you’ll identify opportunities for optimisati…",Business Analyst (RLAM),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTMxMTQ0MiIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.IMSDzAS6-IF2mBxvrJYzw-7bFr2fRg49P8m9QaA2fZA,51798.17,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Royal London Group,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,169
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865274087?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=33CE5A8E6BDA1EEE496521C001E5532CD360D919,1,,,59174.72,contract,5865274087,2026-09-01T21:45:31Z,Merger and Acquisition Post Merger Integration Our client is a global professional services firm and requires a number of Business Analysts with a background in Post Merger / Merger and Acquisitions / Integration. These roles will be outside of IR35 and remotely based with some periodical travel to either the London or Dublin offices. Ideal profiles / Backgrounds required Business Analysts with experience working on Post Merger / M&A projects for large scale corporate firms (Industry agnostic) …,Business Analyst - M&A / Post merger activities,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI3NDA4NyIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.fcqDrMgfiHpvuFL8xVd7WQEYEz3HBoTtKpkyxBpPPhI,59174.72,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Meraki Talent Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,170
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865269451?utm_medium=api&utm_source=aa0fc1e4,0,53.799599,-1.54912,156000.0,contract,5865269451,2026-09-01T21:41:41Z,"Product Owner / Business Analyst - Utilities | Inside IR35 Duration: 6 months Location: Leeds / Hybrid Overview: This is a hybrid Product Owner / BA role, with a strong focus on business analysis, stakeholder management and technical delivery. You will act as the key link between the business and an external development partner, owning and prioritising the product backlog and ensuring business and regulatory requirements are translated into clear, deliverable outcomes. You will be the key decis…",Product Owner / Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI2OTQ1MSIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.ixw9oLtsatDh5zb8-ox0wya-lmvuCHl3FzTuos7o6C0,130000.0,"['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Leeds']","Leeds, West Yorkshire",Adzuna::API::Response::Location,Morson Edge,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,171
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865269134?utm_medium=api&utm_source=aa0fc1e4,0,52.647999,-1.7081,98800.0,contract,5865269134,2026-09-01T21:41:17Z,"Business Analyst Telford / Hybrid - 2-3 days onsite per week £380 per day Inside IR35 4-month initial contract We are looking for an experienced Business Analyst to support a major UK Government digital programme focused on Making Tax Digital (MTD) and the transformation of tax services. You'll work across a complex digital environment, gathering and analysing requirements, supporting system and high-level design, and working closely with technical and business stakeholders to translate custome…",Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY1MjY5MTM0In0.K7CU-DzD6p7ekU2V4MnH_H6xDS8_cF6FmTHX4TpWlKY,91000.0,"['UK', 'West Midlands', 'Shropshire', 'Telford']","Telford, Shropshire",Adzuna::API::Response::Location,CBSbutler Holdings Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,172
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865267728?utm_medium=api&utm_source=aa0fc1e4,0,51.54571,-0.016402,60000.0,,5865267728,2026-09-01T21:40:14Z,"As a Senior Business Analyst at TPXimpact, you sit at the heart of the BA and wider Delivery Community of Practice, grounded in the principle that exceptional delivery is the core product we produce. By combining design, technical, and data analysis skills, you work alongside Delivery and Product Managers to deeply understand client contexts, resolve pain points, and drive genuine, beneficial change. In this role, you actively shape community standards, leverage collective knowledge, and contin…",Senior Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI2NzcyOCIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.34LGtpp1hBsuUj3f63gsIRGkYsTy-cqvBPuWq2V2Fwg,60000.0,"['UK', 'London', 'East London']","East London, London",Adzuna::API::Response::Location,TPXImpact Holdings Plc,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,173
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865265486?utm_medium=api&utm_source=aa0fc1e4,0,52.508701,-2.08734,60000.0,contract,5865265486,2026-09-01T21:39:03Z,"Senior Business Analyst At Dudley Building Society, we're proud to be a modern mutual with deep roots in the communities we serve. Guided by our purpose to Help People Live Better Lives, we're focused on making a positive difference for our members, colleagues and local communities through the way we work, the service we provide and the values we live every day. To help us continue delivering on this purpose, we're looking for a Senior Business Analyst to shape clear requirements, supporting ef…",Senior Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI2NTQ4NiIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.5UoSMxbVx3WtSo26xed-6hB_0XgcOEy8uSA7EmfHbGI,60000.0,"['UK', 'West Midlands', 'Dudley']","Dudley, West Midlands",Adzuna::API::Response::Location,Dudley Building Society,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,174
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865265481?utm_medium=api&utm_source=aa0fc1e4,0,52.647999,-1.7081,54600.0,contract,5865265481,2026-09-01T21:39:02Z,"Business Operations Analyst Telford / Hybrid - 2 days per week onsite £210 per day inside ir35 6 month contract We're looking for a proactive and organised Business Operations Analyst to join an Operations Team supporting Practice leadership and strategic delivery. You'll work closely with senior stakeholders to improve operational efficiency, support planning and governance, and ensure key business priorities are delivered effectively. Key Responsibilities Support business operations, governan…",Business Operations Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY1MjY1NDgxIn0.Dzybqli2H2ksZTgwyNay7Vd71Jx8J6LVIAyheB6Gfe4,52000.0,"['UK', 'West Midlands', 'Shropshire', 'Telford']","Telford, Shropshire",Adzuna::API::Response::Location,CBSbutler Holdings Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,175
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865264902?utm_medium=api&utm_source=aa0fc1e4,1,51.976299,-0.229986,44603.28,,5865264902,2026-09-01T21:38:47Z,"The Corporate Business Systems Analyst performs a critical role within ETEL Technology Team with the responsibility of ensuring stability, continuity and availability of the core applications within our Business. The role holder also provides a rapid response to incidents and escalated user queries. The responsibilities of the role include working across a variety of applications and projects including set-up, maintenance and decommissioning, and ensuring the delivery of a high-quality service …",Corporate Business Systems Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI2NDkwMiIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.9Hyf2DMWJnbDDkXsDGP8L7U23l5XO8xANGuhGxUPcec,44603.28,"['UK', 'Eastern England', 'Hertfordshire', 'Letchworth Garden City']","Letchworth Garden City, Hertfordshire",Adzuna::API::Response::Location,European Tyre Enterprise Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,176
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865208131?utm_medium=api&utm_source=aa0fc1e4,0,53.459145,-2.220609,130000.0,contract,5865208131,2026-09-01T20:59:28Z,"Job Title: Business Systems Analyst Contract Length: 6 months (Potential to extend) Location: London / Manchester Rate: £500 per day (Umbrella) or PAYE Salary of £72,000 per annum Are you a skilled Business Systems Analyst with a passion for enhancing operational efficiency? Our client, a forward-thinking organisation, is seeking a dynamic Business Systems Analyst to join their team. This pivotal role focuses on supporting and enhancing their business systems landscape, specifically working wit…",Business Systems Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY1MjA4MTMxIn0.ggphPDzFS5JuuIMJ9B3YCKkTmHQWa9U-y2DRK_-_nxs,117000.0,"['UK', 'North West England', 'Greater Manchester', 'Manchester', 'Rusholme']","Rusholme, Manchester",Adzuna::API::Response::Location,Pontoon,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,177
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865208121?utm_medium=api&utm_source=aa0fc1e4,0,,,130000.0,contract,5865208121,2026-09-01T20:59:22Z,"Job Title: Business Systems Analyst Contract Length: 6 months (Potential to extend) Location: London / Manchester Rate: £500 per day (Umbrella) or PAYE Salary of £72,000 per annum Are you a skilled Business Systems Analyst with a passion for enhancing operational efficiency? Our client, a forward-thinking organisation, is seeking a dynamic Business Systems Analyst to join their team. This pivotal role focuses on supporting and enhancing their business systems landscape, specifically working wit…",Business Systems Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY1MjA4MTIxIn0.iZOI3dfOilSSske65FrLhIff_Ht00WTFSdKGgZwheiA,117000.0,"['UK', 'London', 'Central London', 'The City']","The City, Central London",Adzuna::API::Response::Location,Pontoon,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,178
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865198826?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=C8BABC500DBB347C92A394AFF065A315E7E1C0D8,0,52.4006,-1.825874,117000.0,contract,5865198826,2026-09-01T20:46:11Z,"We are currently recruiting for a Business Analyst to support a major programme of work for a leading utility organisation based in Solihull to play a key role in shaping the programme, working closely with business stakeholders, technical teams and third-party suppliers to understand requirements, assess current operating processes and prepare the organisation for future procurement and delivery activities. Key Responsibilities * Lead the definition, capture and documentation of business requi…",Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY1MTk4ODI2In0.SAnTHxw89ZUplVMqMMwG_YUG6G59TtLBWsEWjBCVbCo,117000.0,"['UK', 'West Midlands', 'Solihull', 'Shirley', 'Dickens Heath']","Dickens Heath, Shirley",Adzuna::API::Response::Location,GIS Recruiter Ltd,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,179
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865197791?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=A6F3F3EC5B401D4864BE2583640119D2767DB115,0,,,127185.0,permanent,5865197791,2026-09-01T20:32:49Z,Hays Technology is partnering with a leading financial services organisation seeking an excellent Data Analyst to join a growing Markets Non-Financial Risk team within a leading global financial services organisation. You will lead the data-related elements of projects focused on building and enhancing market abuse surveillance and other regulatory controls. This is a fast-paced delivery environment where you will work alongside experienced financial markets professionals and technology partner…,Business/ Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY1MTk3NzkxIn0.ttBeyTiWVM_4rqPrZFimta-7WzORUpwPRca9j2oFJ74,127185.0,"['UK', 'Northern Ireland', 'Belfast']","Belfast, Northern Ireland",Adzuna::API::Response::Location,HAYS Specialist Recruitment,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,180
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865193102?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=805C99E92FD50D46CD517AAB1693A3E56EEA5005,0,,,55000.0,,5865193102,2026-09-01T20:10:48Z,"Business Analyst – Bath / Hybrid - £50,000-£55,000  excellent benefits A great opportunity to join a leading financial services software house in Bath as a Business Analyst, to help build and extend their range of financial services digital solutions which are used some many of the world’s leading financial companies. The role would suit a Business Analyst / Product Owner / Product Manager who has worked in a technical role, has strong knowledge of SQL and knowledge of the software / SaaS secto…",Business Analyst (FinTech/SaaS),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTE5MzEwMiIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.OyifAf18GSnxGZ0ccdjXFGcZ8B5Xvay8LNAqOTU3Jmc,50000.0,"['UK', 'South West England', 'Bath & N E Somerset', 'Bath']","Bath, Bath & N E Somerset",Adzuna::API::Response::Location,Granite Recruitment and Consulting Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,181
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865193043?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=8B616534FF72270326BEBD6FFD56A75EEAC862FD,0,52.4147,-1.7743,450.0,,5865193043,2026-09-01T20:10:47Z,"We are currently recruiting for a Business Analyst to support a major programme of work for a leading utility organisation based in Solihull to play a key role in shaping the programme, working closely with business stakeholders, technical teams and third-party suppliers to understand requirements, assess current operating processes and prepare the organisation for future procurement and delivery activities. Key Responsibilities Lead the definition, capture and documentation of business require…",Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTE5MzA0MyIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.A11IyiatGCFvplcDTx3q6cs3oRcwYxkw1sp-az_pbVY,450.0,"['UK', 'West Midlands', 'Solihull']","Solihull, West Midlands",Adzuna::API::Response::Location,GIS Jobs Ltd,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,182
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865193017?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=A302A64AC72BDA26D503D5B9E9A8A750EF830574,0,,,500.0,contract,5865193017,2026-09-01T20:10:47Z,"Job Title : Business Systems Analyst Contract Length: 6 months (Potential to extend) Location: London / Manchester Rate: £500 per day (Umbrella) or PAYE Salary of £72,000 per annum Are you a skilled Business Systems Analyst with a passion for enhancing operational efficiency? Our client, a forward-thinking organisation, is seeking a dynamic Business Systems Analyst to join their team. This pivotal role focuses on supporting and enhancing their business systems landscape, specifically working wi…",Business Systems Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTE5MzAxNyIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.fUfRSwsde1dscJHwzifuVmXd5L67WnbKxmmxkL8kVug,450.0,"['UK', 'North West England', 'Greater Manchester', 'Manchester']","Manchester, Greater Manchester",Adzuna::API::Response::Location,Pontoon,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,183
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865192938?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=235859887715BB9F19D72EC261B7A5457F44E50D,0,,,500.0,contract,5865192938,2026-09-01T20:10:46Z,"Job Title : Business Systems Analyst Contract Length: 6 months (Potential to extend) Location: London / Manchester Rate: £500 per day (Umbrella) or PAYE Salary of £72,000 per annum Are you a skilled Business Systems Analyst with a passion for enhancing operational efficiency? Our client, a forward-thinking organisation, is seeking a dynamic Business Systems Analyst to join their team. This pivotal role focuses on supporting and enhancing their business systems landscape, specifically working wi…",Business Systems Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTE5MjkzOCIsInMiOiJYTG9xd0hLbjhSRzloWlpvbVZMVkVRIn0.KV1uqtACosnLqecHfS-mBLjGMLgoVXfyRwkXUzj5jCU,450.0,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Pontoon,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,184
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865192881?se=XLoqwHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=78AD4D072A58EE33B9DA6FB561FBBDB3F8522BE6,0,,,402.0,contract,5865192881,2026-09-01T20:10:45Z,"Business Analyst - Digital (MTD - V&C CESA Futures) Rate: Maximum supplier rate £402 per day Location: Telford, 2 to 3 days onsite Working arrangement: Hybrid (2 to 3 days onsite) Contract length: 4 months IR35 Status: Capgemini Mandated INSIDE only Clearance Required: BPSS Your new company You will be supporting HMRC's Making Tax Digital (MTD) programme, which is transforming the UK tax system through digitally integrated tools and services. The programme aims to make tax easier for businesses…",Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWExvcXdIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY1MTkyODgxIn0.QBFIMSsezvnbaz6Xwzpj4h6E58JIeuAqEvnah0ZVAfw,402.0,"['UK', 'West Midlands', 'Shropshire', 'Telford']","Telford, Shropshire",Adzuna::API::Response::Location,Hays Specialist Recruitment Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-03 08:37:33.076417+00:00,185
