title,latitude,__CLASS__,redirect_url,salary_min,created,salary_max,salary_is_predicted,description,longitude,id,adref,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
Controlling Analyst – Kostenrechnung & BI (m/w/d),53.557429,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5835515492?se=Sub6cuGl8RGcfKYe_cIpvA&utm_medium=api&utm_source=aa0fc1e4&v=33CE15A042C47861B2467BE1BBE4B95507B6885A,,2026-08-10T12:53:23Z,,0,"HPM DIE HANDWERKSGRUPPE ist eine familien­geführte Unternehmens­gruppe und einer der Markt­führer im Ausbau­handwerk bestehend aus erfolg­reichen und lokal verankerten Hand­werks­betrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erst­klassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäude­ausrüstung sowie Fenster und Fassade.Über 4.400 Mitarbeiter, ein modernes Management und ein engagiertes Aus- und Fort­bildungs­programm sichern d…",9.987297,5835515492,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTUxNTQ5MiIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.hsBu8B4d77HJpgw_yFIRAalBcfgbB3ixjvpOQJDTpVw,Adzuna::API::Response::Company,HPM Service und Verwaltung GmbH,other-general-jobs,Sonstige/Allgemeine Stellen,Adzuna::API::Response::Category,"Hamburg, Deutschland","['Deutschland', 'Hamburg']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,9
Controlling Analyst – Kostenrechnung & BI (m/w/d),53.54167,Adzuna::API::Response::Job,https://www.adzuna.de/details/5835234446?utm_medium=api&utm_source=aa0fc1e4,,2026-08-10T04:38:07Z,,0,"HPM DIE HANDWERKSGRUPPE ist eine familien­geführte Unternehmens­gruppe und einer der Markt­führer im Ausbau­handwerk bestehend aus erfolg­reichen und lokal verankerten Hand­werks­betrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erst­klassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäude­ausrüstung sowie Fenster und Fassade.Über 4.400 Mitarbeiter, ein modernes Management und ein engagiertes Aus- und Fort­bildungs­programm sichern d…",9.99333,5835234446,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTIzNDQ0NiIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.pMqzVOIUnKo0iyvfXuRcn3Wv-KYU6j2MVAJBX772HwQ,Adzuna::API::Response::Company,HPM Service und Verwaltung GmbH,unknown,Unknown,Adzuna::API::Response::Category,"HafenCity, Hamburg","['Deutschland', 'Hamburg', 'HafenCity']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,10
"Data Analyst (m/w/d) – BI, Reporting & Business Insights",52.49502,Adzuna::API::Response::Job,https://www.adzuna.de/details/5834806004?utm_medium=api&utm_source=aa0fc1e4,,2026-08-09T17:47:43Z,,0,"Wer wir sind Wir sind PLAN-B NET ZERO – ein ambitioniertes GreenTech-Scale-up mit Sitz in Zug, Schweiz. Seit 2023 treiben wir mit NEO ENERGY eine neue Kategorie voran: nachhaltige Energie digitaler, intelligenter und erlebbarer zu machen, mit Technologie, Daten, KI und echten Mehrwerten. ￼ Rolle & Wirkung Du machst aus Daten echte Entscheidungen. Als Data Analyst bringst du Struktur in komplexe Zusammenhänge, schaffst Transparenz über unsere wichtigsten KPIs und hilfst Teams dabei, schneller un…",13.31478,5834806004,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDgwNjAwNCIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.gzhglbYH6RPBNtfTtpiKXU2T4BZ1m0V56r8Th6SOM94,Adzuna::API::Response::Company,ESS Energy & Sales Services,unknown,Unknown,Adzuna::API::Response::Category,"Wilmersdorf, Berlin","['Deutschland', 'Berlin', 'Wilmersdorf']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,11
Data Analyst mit Schwerpunkt Power BI & Databricks (m/w/d),48.776198,Adzuna::API::Response::Job,https://www.adzuna.de/details/5830637305?utm_medium=api&utm_source=aa0fc1e4,,2026-08-06T17:25:21Z,,0,"Deine Aufgaben Analyse, Aufbereitung und Visualisierung komplexer Datenbestände Entwicklung aussagekräftiger Reports, Dashboards und Kennzahlensysteme mit Microsoft Power BI Erstellung und Optimierung von Datenmodellen sowie DAX-Abfragen Nutzung von Databricks zur Verarbeitung, Analyse und Bereitstellung von Daten Aufnahme und Übersetzung fachlicher Anforderungen in geeignete Daten- und BI-Lösungen Ableitung konkreter Handlungsempfehlungen aus den Analyseergebnissen Planung, Koordination und Be…",9.187224,5830637305,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3ViNmN1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODMwNjM3MzA1In0.by2Oj-PgWi_9iFA970Y6ckzW3EDUDCeK_dYsa4Ia6d4,Adzuna::API::Response::Company,pmX Group,unknown,Unknown,Adzuna::API::Response::Category,"Stuttgart, Baden-Württemberg","['Deutschland', 'Baden-Württemberg', 'Stuttgart']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,12
BI Analyst (m/w/d) Qlik Sense,53.16547,Adzuna::API::Response::Job,https://www.adzuna.de/details/5821427348?utm_medium=api&utm_source=aa0fc1e4,51000.0,2026-07-30T20:28:11Z,61000.0,0,Unser Angebot: Sie erhalten eine faire und zuverlässige Vergütung auf Basis des GVP/DGB-Tarifvertrags . Je nach Einsatzbranche kommen attraktive Zuschläge hinzu. Wir bieten Ihnen ein professionelles Arbeitsumfeld mit klaren Strukturen und guten Entwicklungsperspektiven . Von Beginn an begleiten wir Sie persönlich und beraten Sie individuell bei allen Fragen rund um Ihren Einsatz. Mit unserem Mitarbeiterprogramm Orizon PlusPunkte profitieren Sie von zahlreichen Extras. Dazu zählen zum Beispiel G…,8.64259,5821427348,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTQyNzM0OCIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.VFrOa0Oq1g6l_5jYT8LZu8RDD4OxBShQ_gHAOZWH9ZU,Adzuna::API::Response::Company,"Orizon GmbH, Unit Aviation",unknown,Unknown,Adzuna::API::Response::Category,"Grohn, Bremen","['Deutschland', 'Bremen', 'Grohn']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,13
Sales BI Analyst (w/m/x) Commercial Excellence (with German),,Adzuna::API::Response::Job,https://www.adzuna.de/details/5816415778?utm_medium=api&utm_source=aa0fc1e4,,2026-07-26T12:08:40Z,,0,"Life Unlimited. SmithNephew ist ein führendes Medizintechnikunternehmen, das Technologien für ein Leben ohne Einschränkungen entwickelt und produziert. Für unser Commercial Excellence Team suchen wir einen BI Analyst (w/m/x) Commercial Excellence & Sales Force Efficiency zur Betreuung der Regionen DACH (Deutschland, Österreich, Schweiz). Der Fokus liegt dabei auf den Geschäftsbereichen Orthopädie und Sportmedizin. Diese Rolle hat eine wichtige Funktion bei der Implementierung und Umsetzung der …",,5816415778,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNjQxNTc3OCIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.7iJTi7y_j4IfdwCUINxAEFyOmeh_RrZHD15o0sUTVto,Adzuna::API::Response::Company,Smith & Nephew,unknown,Unknown,Adzuna::API::Response::Category,Deutschland,['Deutschland'],Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,14
Senior Business Analyst - BI Expert & Strategy Consultant (m/w/d),50.73754,Adzuna::API::Response::Job,https://www.adzuna.de/details/5804553762?utm_medium=api&utm_source=aa0fc1e4,,2026-07-17T09:50:52Z,,0,"Du willst AI-Projekte umsetzen – bei Weltkonzernen und Marktführern, die du aus dem Alltag kennst? Willkommen bei twomynds. Wir sind eine dedizierte Data-&-AI-Beratung und Service Provider mit End-to-End-Umsetzung – von der strategischen Zielsetzung bis zur operativen Realisierung. Unsere Mission: Ambitionierte Unternehmen befähigen, Data & AI in geschäftskritischen Mehrwert zu verwandeln. Von der Use-Case-Identifizierung über Prototyping bis zur produktionsreifen Implementierung in interdiszip…",7.10344,5804553762,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3ViNmN1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODA0NTUzNzYyIn0.MmLQU8isU2k_PnIol5OkhR511T1F6-Apk9ZTKpx-E8s,Adzuna::API::Response::Company,twomynds,unknown,Unknown,Adzuna::API::Response::Category,"Altstadt-Nord, Köln","['Deutschland', 'Nordrhein-Westfalen', 'Köln', 'Altstadt-Nord']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,15
Senior Business Analyst - BI Expert & Strategy Consultant (m/w/d),50.71942,Adzuna::API::Response::Job,https://www.adzuna.de/details/5802961901?utm_medium=api&utm_source=aa0fc1e4,,2026-07-16T16:04:22Z,,0,"Du willst AI-Projekte umsetzen – bei Weltkonzernen und Marktführern, die du aus dem Alltag kennst? Willkommen bei twomynds. Wir sind eine dedizierte Data-&-AI-Beratung und Service Provider mit End-to-End-Umsetzung – von der strategischen Zielsetzung bis zur operativen Realisierung. Unsere Mission: Ambitionierte Unternehmen befähigen, Data & AI in geschäftskritischen Mehrwert zu verwandeln. Von der Use-Case-Identifizierung über Prototyping bis zur produktionsreifen Implementierung in interdiszip…",7.112412,5802961901,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMjk2MTkwMSIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0._l29-EaA3TVJlz3sV2Xp8i3L4mhqy-GmXV223UP2OY8,Adzuna::API::Response::Company,twomynds,unknown,Unknown,Adzuna::API::Response::Category,"Köln, Nordrhein-Westfalen","['Deutschland', 'Nordrhein-Westfalen', 'Köln']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,16
BI-Analyst:in Forderungsmanagement,,Adzuna::API::Response::Job,https://www.adzuna.de/details/5796235359?utm_medium=api&utm_source=aa0fc1e4,,2026-07-11T01:06:26Z,,0,"Aufgaben Als BI-Analyst:in im Forderungsmanagement definierst Du business- und technische Anforderungen an Datengrundlagen, Reports und Dashboards und stimmst diese eng mit Data Ownern, Process Ownern und KPI-Champions ab. Du verantwortest die Sammlung, Aufbereitung und Konsolidierung relevanter Daten und stellst sicher, dass die erforderlichen technischen Anbindungen an Systeme und Datenquellen sauber vorbereitet und umgesetzt werden. Die Prüfung und Qualitätssicherung der Daten im Berichtswes…",,5796235359,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NjIzNTM1OSIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.A_rliYmR9nEzA_uWz5wTGlVb5SwYWuqb5RFTbaOZZCM,Adzuna::API::Response::Company,enercity,unknown,Unknown,Adzuna::API::Response::Category,Deutschland,['Deutschland'],Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,17
BI Analyst - Qlik Sense (m/w/d),53.54167,Adzuna::API::Response::Job,https://www.adzuna.de/details/5774396511?utm_medium=api&utm_source=aa0fc1e4,,2026-06-24T06:57:26Z,,0,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als ambitionierte:r Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in allen Technologiebereichen und für alle Branchen und stehen bei der digitalen Transformation mit umfassendem Kno…",9.99333,5774396511,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3ViNmN1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1Nzc0Mzk2NTExIn0.PR562aRwaofJnV_EKReSBFtIcnVRlIRi63-CdS_ZTcg,Adzuna::API::Response::Company,FERCHAU GmbH,unknown,Unknown,Adzuna::API::Response::Category,"HafenCity, Hamburg","['Deutschland', 'Hamburg', 'HafenCity']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,18
Data Analyst / Power BI Professional (m/w/d),50.06929,Adzuna::API::Response::Job,https://www.adzuna.de/details/5751150763?utm_medium=api&utm_source=aa0fc1e4,,2026-06-03T23:39:10Z,,0,"Deine Aufgaben Analyse, Bewertung und Übersetzung fachlicher Anforderungen aus den Bereichen Finance, Controlling, Produktion und weiteren Unternehmensbereichen in technische BI- und Reportinglösungen Konzeption, Aufbau und Weiterentwicklung skalierbarer Datenmodelle und Reporting-Architekturen auf Basis der Microsoft-Datenplattform, insbesondere: Microsoft Fabric Power BI MS SQL Server Power Automate weiterer relevanter Microsoft-Technologien Entwicklung leistungsfähiger Datenmodelle unter Ber…",8.48668,5751150763,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3ViNmN1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1NzUxMTUwNzYzIn0.PGOsKuycXcAFjXvDs6vWHOIiIyx_K-PzQuOvUJkSuoI,Adzuna::API::Response::Company,Hilscher Gesellschaft für Systemautomation mbH,unknown,Unknown,Adzuna::API::Response::Category,"Hattersheim am Main, Main-Taunus-Kreis","['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Hattersheim am Main']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,19
BI Analyst (m/w/d) – Schwerpunkt Qlik Sense,50.13618,Adzuna::API::Response::Job,https://www.adzuna.de/details/5727297937?utm_medium=api&utm_source=aa0fc1e4,,2026-05-12T22:57:54Z,,0,"Ihre Aufgaben Analyse der QlikView-Applikationen: Durchführung einer detaillierten Analyse der vorhandenen QlikView-Applikationen, um Verbesserungsmöglichkeiten zu identifizieren Konsolidierung der QlikView-Apps: Konsolidierung der bestehenden QlikView-Anwendungen zur Optimierung der BI-Landschaft und zur Vorbereitung auf die Migration zu Qlik Sense Umsetzung des Self-Service-Konzepts in Qlik Sense: Entwicklung und Implementierung eines Self-Service-Ansatzes für die Fachabteilungen, einschließl…",8.4508,5727297937,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzI5NzkzNyIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.tzadid23cDnyu7p5wsdSOW_2m_Pu1Wf8NpYM9z_JT-I,Adzuna::API::Response::Company,Rothenberger Gruppe,unknown,Unknown,Adzuna::API::Response::Category,"Kelkheim (Taunus), Main-Taunus-Kreis","['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Kelkheim (Taunus)']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,20
Data Analyst / BI Specialist (m/w/d),50.999279,Adzuna::API::Response::Job,https://www.adzuna.de/details/5479764604?utm_medium=api&utm_source=aa0fc1e4,,2025-11-04T12:49:27Z,,0,"Als Data Analyst / BI Specialist (m/w/d) bei N.R.Galaxy in Berlin sind Sie Teil eines dynamischen Teams, das sich auf die Analyse und Auswertung von Daten spezialisiert hat. Sie sind verantwortlich für die Bereitstellung von wertvollen Erkenntnissen und Empfehlungen, die zur Verbesserung der Geschäftsprozesse beitragen. Zu Ihren Aufgaben gehören unter anderem: Analyse von Daten aus verschiedenen Quellen und Erstellung von Berichten und Dashboards Identifizierung von Trends und Mustern in den Da…",13.267855,5479764604,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3OTc2NDYwNCIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.62nYQv1dabarYygMVOlJkLSqSySrZk_K8ddaH8tQPOY,Adzuna::API::Response::Company,N.R.Galaxy,unknown,Unknown,Adzuna::API::Response::Category,"Sachsen, Deutschland","['Deutschland', 'Sachsen']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,21
Data Analyst – Reporting & Power BI (m/w/d),53.49015,Adzuna::API::Response::Job,https://www.adzuna.de/details/5330215394?utm_medium=api&utm_source=aa0fc1e4,,2025-07-31T21:59:04Z,,0,"Hier gestalten Sie die Leistungsfähigkeit einer europaweiten Flotte Für meinen Mandanten — ein international führendes, seit vielen Jahrzehnten etabliertes Unternehmen im Bereich Mobilitäts-, Service- und Flottenlösungen — suche ich ab sofort eine analytisch starke Persönlichkeit, die operative Performance messbar verbessert und datenbasierte Entscheidungen ermöglicht. Mit mehreren Tausend Mitarbeitenden, einem eng vernetzten europäischen Servicenetz und zahlreichen namhaften Großkunden zählt d…",10.15951,5330215394,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMzMDIxNTM5NCIsInMiOiJTdWI2Y3VHbDhSR2NmS1llX2NJcHZBIn0.p20_QKkBBIa-EhdKU36-IvYbFY7iBu2WG1g1USgM5zw,Adzuna::API::Response::Company,MMC,unknown,Unknown,Adzuna::API::Response::Category,"Billwerder, Hamburg","['Deutschland', 'Hamburg', 'Billwerder']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,BI analyst,1,2026-09-01 08:44:34.761705+00:00,22
Senior Business Intelligence Analyst (m/w/d) im Bereich BI (Wirtschaftsinformatiker/in (Fachschule)/Bachelor Professional in Wirtschaft),49.232146,Adzuna::API::Response::Job,https://www.adzuna.de/details/5860078623?utm_medium=api&utm_source=aa0fc1e4,,2026-08-28T22:57:27Z,,0,Als Senior Business Intelligence Analyst (m/w/d) im Bereich BI übernehmen Sie verantwortungsvolle und abwechslungsreiche Aufgaben zur Weiterentwicklung der BI-Landschaft und Gestaltung der datengetriebenen Unternehmenssteuerung in einem kollegialen Arbeitsumfeld.,7.013165,5860078623,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEw3Z2MtR2w4UkdVR0s3TDRna0lnZyIsImkiOiI1ODYwMDc4NjIzIn0.r09PM6WuS06MqEsqoioF3G5GLXzzltwsMEZ8j6aBMtA,Adzuna::API::Response::Company,Ursapharm Arzneimittel GmbH,unknown,Unknown,Adzuna::API::Response::Category,"Saarbrücken, Regionalverband Saarbrücken (Kreis)","['Deutschland', 'Saarland', 'Regionalverband Saarbrücken (Kreis)', 'Saarbrücken']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,business intelligence analyst,1,2026-09-01 08:44:34.761705+00:00,1
Business Intelligence- / Data Warehouse-Analyst / Entwickler (m/w/x),52.44731,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5858907192?se=4L7gc-Gl8RGUGK7L4gkIgg&utm_medium=api&utm_source=aa0fc1e4&v=3FC162A7FF0D39AA2F7F2EBC9428F4F1CF33BBD7,,2026-08-28T01:08:21Z,,0,"Wir sind expert. Seit über 60 Jahren dein Technik-Experte von nebenan. Überall in Deutschland. Genauer gesagt an 396 Standorten mit 199 selbstständigen Unternehmern, die dort ihre Elektronikfachmärkte betreiben. Und das offenbar so gut, dass wir uns Deutschlands erfolgreichste Fachhandelskooperation nennen dürfen. In unserer Zentrale in Hannover-Langenhagen freuen sich über 500 zukünftige Kolleg:innen auf Sie. Von hier aus steuern wir alle Aktivitäten rund um Einkauf & Vertrieb, Marketing, E-Co…",9.73965,5858907192,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODkwNzE5MiIsInMiOiI0TDdnYy1HbDhSR1VHSzdMNGdrSWdnIn0.S5az1TLScufSeeWj9jJsK8FZ2KBQDgSf76fD7du-YMQ,Adzuna::API::Response::Company,expert Warenvertrieb GmbH,other-general-jobs,Sonstige/Allgemeine Stellen,Adzuna::API::Response::Category,"Langenhagen, Region Hannover (Kreis)","['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Langenhagen']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,business intelligence analyst,1,2026-09-01 08:44:34.761705+00:00,2
Business Intelligence- / Data Warehouse-Analyst / Entwickler (m/w/x),52.44731,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5858577600?se=4L7gc-Gl8RGUGK7L4gkIgg&utm_medium=api&utm_source=aa0fc1e4&v=2475D4E5A62A995FAE94C0CEC2966CF2FEA33D95,,2026-08-27T19:52:14Z,,0,"Wir sind expert. Seit über 60 Jahren dein Technik-Experte von nebenan. Überall in Deutschland. Genauer gesagt an 396 Standorten mit 199 selbstständigen Unternehmern, die dort ihre Elektronikfachmärkte betreiben. Und das offenbar so gut, dass wir uns Deutschlands erfolgreichste Fachhandelskooperation nennen dürfen. In unserer Zentrale in Hannover-Langenhagen freuen sich über 500 zukünftige Kolleg:innen auf Sie. Von hier aus steuern wir alle Aktivitäten rund um Einkauf & Vertrieb, Marketing, E-Co…",9.73965,5858577600,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODU3NzYwMCIsInMiOiI0TDdnYy1HbDhSR1VHSzdMNGdrSWdnIn0.9Dz4YeZZWqiNnJzCvq1wVONNbhao6HjNHu_HNo6YtWI,Adzuna::API::Response::Company,expert Warenvertrieb GmbH,unknown,Unknown,Adzuna::API::Response::Category,"Langenhagen, Region Hannover (Kreis)","['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Langenhagen']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,business intelligence analyst,1,2026-09-01 08:44:34.761705+00:00,3
Business Intelligence Specialist Senior (Business Analyst),,Adzuna::API::Response::Job,https://www.adzuna.de/details/5858242933?utm_medium=api&utm_source=aa0fc1e4,,2026-08-27T14:23:20Z,,0,"Business Analyst Work Location: Gift City, Gandhinagar Working Mode: 5 Days Work from office Experience Required: 5  Year Shift Timings: 12 pm to 1 pm IST (May vary depending upon the work requirement) Key Skills: Candidate should have experience working in BPO / Call center domain and should have worked with Looker Studio and Google Sheets etc.) with the ability to create charts, graphs, pivot tables, and complex formulas Job Description: The Business Analyst currently serves under the directi…",,5858242933,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODI0MjkzMyIsInMiOiI0TDdnYy1HbDhSR1VHSzdMNGdrSWdnIn0.EfEPEmLrqCJhEfaE7l91I6-QLsNww5FtzNMyZ3tcuGo,Adzuna::API::Response::Company,TELUS Digital Europe,unknown,Unknown,Adzuna::API::Response::Category,Deutschland,['Deutschland'],Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,business intelligence analyst,1,2026-09-01 08:44:34.761705+00:00,4
Business Intelligence Analyst - SQL / Analytics (m/w/d) - Mittwald CM Service,52.37688,Adzuna::API::Response::Job,https://www.adzuna.de/details/5858005152?utm_medium=api&utm_source=aa0fc1e4,,2026-08-27T09:30:12Z,,0,"Über das Unternehmen Wir sind 200 kreative Köpfe, die hier in Espelkamp an echt starken Lösungen für das Web von morgen arbeiten. Wir leben Web. Wir atmen Code. Und: Wir lieben Agenturen & Freelancer. Als Webhoster aus dem Herzen Deutschlands bieten wir Webprofis die Plattform, auf der sie mit ihren Webprojekten durchstarten. Maximal performant. Mega flexibel. 100% klimaneutral. Ohne dich treffen wir Entscheidungen im Bauchgefühl. Mit dir entstehen ein Zahlenfundament und eine Perspektive, die …",8.63297,5858005152,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODAwNTE1MiIsInMiOiI0TDdnYy1HbDhSR1VHSzdMNGdrSWdnIn0.F7JOZf8pr8Xln7czE0xOqEQJbDdtQUJ_E5_mEgbT7Bk,Adzuna::API::Response::Company,Mittwald CM Service,it-jobs,IT-Stellen,Adzuna::API::Response::Category,"Espelkamp, Minden-Lübbecke (Kreis)","['Deutschland', 'Nordrhein-Westfalen', 'Minden-Lübbecke (Kreis)', 'Espelkamp']",Adzuna::API::Response::Location,,,de,Germany,EUR,BI Analyst,business intelligence analyst,1,2026-09-01 08:44:34.761705+00:00,5
Data Analyst / Business Intelligence Manager (m/w/d),49.49619,Adzuna::API::Response::Job,https://www.adzuna.de/details/5856263975?utm_medium=api&utm_source=aa0fc1e4,,2026-08-26T04:43:21Z,,0,"Du bist interessiert an der Stelle als Data Analyst / Business Intelligence Manager (m/w/d) bei bedrop - FLBE Health GmbH ? Auf Instaffo kannst du dich für diesen und weitere Jobs ohne großen Aufwand bewerben. Erstelle dein Profil in unter 2 Minuten und starte den Bewerbungsprozess mit nur wenigen Klicks. Bitte beachte, dass für diese Stelle eine Arbeitserlaubnis für Deutschland erforderlich ist. Die Sprachanforderungen für diese Stelle sind: Deutsch - Verhandlungssicher (C2), Englisch - Fließe…",8.49077,5856263975,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NjI2Mzk3NSIsInMiOiI0TDdnYy1HbDhSR1VHSzdMNGdrSWdnIn0.xgO56qDhmh7nRUbHxHqQK3z-vLfaITOqiZzuxCZvWnM,Adzuna::API::Response::Company,Instaffo GmbH,unknown,Unknown,Adzuna::API::Response::Category,"Wohlgelegen, Mannheim","['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Wohlgelegen']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,business intelligence analyst,1,2026-09-01 08:44:34.761705+00:00,6
Data Analyst:in Product & Business Intelligence (d/m/w),52.507706,Adzuna::API::Response::Job,https://www.adzuna.de/details/5855591218?utm_medium=api&utm_source=aa0fc1e4,,2026-08-25T18:24:25Z,,0,"Tagesspiegel Background ist das B2B-Fachinformationsprodukt des Tagesspiegels: professionelle Briefings und Politikmonitoring für Ministerien, Verbände, Kanzleien und Unternehmen, im Jahreslizenz-Abo. Für unser Produktteam suchen wir eine Person, die Geschäfts- und Produktdaten zusammenführt und daraus belastbare Entscheidungsgrundlagen macht. Die Rolle verbindet klassisches Reporting mit Produktanalytik und ist bewusst breit angelegt – Du entwickelst unser Reporting weiter, untersuchst Nutzung…",13.420806,5855591218,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NTU5MTIxOCIsInMiOiI0TDdnYy1HbDhSR1VHSzdMNGdrSWdnIn0.BBhAWFpktbMIf7UnKaAbieVy8cnxQWk-q7jyVreX23Y,Adzuna::API::Response::Company,Verlag Der Tagesspiegel,unknown,Unknown,Adzuna::API::Response::Category,"Berlin, Deutschland","['Deutschland', 'Berlin']",Adzuna::API::Response::Location,full_time,,de,Germany,EUR,BI Analyst,business intelligence analyst,1,2026-09-01 08:44:34.761705+00:00,7
