job_key,job_id,job_title,primary_role_family,title_role_family,selected_role_family,matched_role_families,matched_search_terms,search_term_count,role_family_count,role_resolution_method,role_review_required,company,company_disclosed,category,country_code,country,currency,location,city,region,location_hierarchy,location_area,latitude,longitude,workplace_type,contract_type,contract_time,published_at,published_date,publication_year,publication_month,publication_year_month,snapshot_date,days_since_publication,salary_min,salary_max,salary_midpoint,has_salary,salary_is_predicted,salary_invalid_nonpositive,job_description,job_url,collected_at_utc,first_seen_at,last_seen_at,times_seen
es-5827420415,5827420415,IT Business Analyst ERP,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Sopra-Steria,True,Unknown,es,Spain,EUR,Madrid,Madrid,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Madrid,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Madrid""]",40.426012,-3.684093,Not specified,Not specified,Not specified,2026-08-04 07:25:21+00:00,2026-08-04,2026,8,2026-08,2026-09-03,30,,,,False,False,False,"Descripción de la empresa Porque trabajar en Sopra Steria, también es sentir Sopra Steria . Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España. Nos enfocamos en las personas, en su formación y desarrollo profesional, lo que nos impulsa a crecer y mejorar constantemente. Tenemos pasión por lo digital y al igual que tú, buscamos la mejor de las aventuras. Queremos que tu día a día…",https://www.adzuna.es/details/5827420415?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5826930088,5826930088,Business Analyst. Híbrido (Almusssafes),Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,eXperience IT Solutions,True,Unknown,es,Spain,EUR,Valencia,Valencia,Comunidad Valenciana,España | Comunidad Valenciana | Valencia | Valencia,"[""Espa\u00f1a"", ""Comunidad Valenciana"", ""Valencia"", ""Valencia""]",39.458652,-0.37423,Hybrid,Not specified,Not specified,2026-08-03 23:37:03+00:00,2026-08-03,2026,8,2026-08,2026-09-03,31,,,,False,False,False,"Descripción: En eXperience IT Solutions, empresa tecnológica con más de 25 años de experiencia en el sector IT, desarrollamos soluciones innovadoras para clientes de primer nivel en distintos sectores. Apostamos por el talento, la excelencia técnica y la colaboración, ofreciendo un entorno profesional, flexible y con proyección de futuro. Actualmente buscamos incorporar un/a Business Analyst para incorporarse a un equipo especializado en proyectos de transformación digital y plataformas de dato…",https://www.adzuna.es/details/5826930088?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5826930123,5826930123,Business Analyst - IT-Service Management - ServiceNow Reporting,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Schwarz Corporate Solutions,True,Unknown,es,Spain,EUR,Barcelona,Barcelona,Cataluña,España | Cataluña | Barcelona | Barcelona,"[""Espa\u00f1a"", ""Catalu\u00f1a"", ""Barcelona"", ""Barcelona""]",41.380002,2.168131,Not specified,Not specified,Not specified,2026-08-03 23:37:03+00:00,2026-08-03,2026,8,2026-08,2026-09-03,31,,,,False,False,False,"Location Calle Bergara 13 8002 Barcelona Employment Area IT - Consulting Level Experienced professionals Working Model Full-time Reference ID 48268 Join Schwarz Digits - IT Hub of Europe's Largest Retail Group. At Schwarz Digits Spain, we provide high value IT services for the entire Schwarz Group, which includes Lidl, Kaufland, Schwarz Produktion, PreZero, Schwarz Digits, STACKIT, and XMCyber. As part of a top 5 global retail company, we serve 6 billion customers through 14,200 stores in 32 co…",https://www.adzuna.es/details/5826930123?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5823530887,5823530887,IT Business Analyst - Internship,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,PPG,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-08-01 10:05:47+00:00,2026-08-01,2026,8,2026-08,2026-09-03,33,,,,False,False,False,"Mission As an IT Business Analyst Intern within the SAP Centre of Excellence, you will support the delivery, enhancement, and optimization of SAP S/4HANA business processes across a global organization. You will collaborate with business and IT teams to analyze requirements, support troubleshooting activities, participate in testing, and contribute to continuous improvement initiatives while developing expertise in ERP systems and business process management. Key Responsibilities Support the an…",https://www.adzuna.es/details/5823530887?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5823528096,5823528096,Accommodation Business Analyst Intern(hybrid),Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,eDreams ODIGEO,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Hybrid,Not specified,Not specified,2026-08-01 10:03:11+00:00,2026-08-01,2026,8,2026-08,2026-09-03,33,,,,False,False,False,"Accommodation Business Analyst Intern - (Hybrid) As you contemplate your future, you might be asking yourself, what's the next step? Start your journey with us! We're seeking a Business Analyst Intern to join our Accommodation team in Barcelona (hybrid) to provide the widest accommodation-based travel offers at the best price for our customers, and we have built a fantastic team to do this. If you're ready to soar, we're ready to take you there. Why eDreams ODIGEO Join the world's leading trave…",https://www.adzuna.es/details/5823528096?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5822105512,5822105512,Business Analyst Agile & Seguros Inglés,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Grupo NS,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-31 09:24:57+00:00,2026-07-31,2026,7,2026-07,2026-09-03,34,,,,False,False,False,"Descripción: En Grupo NS buscamos un/a Business Analyst con experiencia en entornos Agile y conocimiento del sector asegurador para incorporarse a un proyecto internacional de gran relevancia. Buscamos un perfil con capacidad para actuar como nexo entre negocio y tecnología , colaborando con equipos multidisciplinares en la definición, análisis y evolución de soluciones digitales dentro del ámbito asegurador. ¿Cuál será tu misión? Participarás en la toma y gestión de requisitos, modelado de pro…",https://www.adzuna.es/details/5822105512?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5821484196,5821484196,Junior Product Analyst / Junior Business Analyst (Multinacional),Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,VISEO - Spain,True,Unknown,es,Spain,EUR,"Maracena, Granada",Maracena,Andalucía,España | Andalucía | Granada | Maracena,"[""Espa\u00f1a"", ""Andaluc\u00eda"", ""Granada"", ""Maracena""]",37.201944,-3.627508,Not specified,Not specified,Not specified,2026-07-30 23:35:37+00:00,2026-07-30,2026,7,2026-07,2026-09-03,35,,,,False,False,False,"En VISEO nos diferenciamos por la participación en proyectos innovadores de soluciones Cloud, usando tecnologías Microsoft y trabajando con clientes multinacionales. Esta es una excelente oportunidad para un Product Analyst Consultant / Business Analyst Junior para apoyar la ejecución de iniciativas de producto, trabajando estrechamente con Product Managers, áreas de negocio, equipos de desarrollo y QA. Esta posición requiere un nivel de inglés alto (C1 / C2) y una combinación de capacidad anal…",https://www.adzuna.es/details/5821484196?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5820895018,5820895018,Business Systems Support Analyst (SAP B1 Support Role),Business Analyst,,Business Analyst,Business Analyst,business analyst,1,1,Single search family,False,NSI,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Hybrid,Not specified,Not specified,2026-07-30 10:09:36+00:00,2026-07-30,2026,7,2026-07,2026-09-03,35,,,,False,False,False,"Job Title: Business Systems Support Analyst (SAP B1 Support Role) Location: Barcelona, Spain * must be based within a 1 hr drive to Barcelona* Reports to: Director of Strategic Business Ops Job Type: Hybrid , Full-time PLEASE SUBMIT YOUR CV AND COVER LETTER IN ENGLISH FOR CONSIDERATION Overview: NSI is a leading player in the natural private label food industry, committed to delivering high-quality, organic, and sustainably sourced products. As a technology-driven organization, we continuously …",https://www.adzuna.es/details/5820895018?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5819735866,5819735866,Junior Business Information Analyst - Madrid,Business Analyst,,Business Analyst,Business Analyst,business analyst,1,1,Single search family,False,PRGX France,True,Unknown,es,Spain,EUR,Madrid,Madrid,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Madrid,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Madrid""]",40.426012,-3.684093,Not specified,Not specified,Not specified,2026-07-29 13:29:46+00:00,2026-07-29,2026,7,2026-07,2026-09-03,36,,,,False,False,False,El analista de datos I interactúa con equipos globales y multifuncionales de toda la organización. Trabaja con el personal de auditoría de campo y otros analistas de datos para definir y completar proyectos de conversión de datos del cliente según los requisitos de la auditoría mediante el desempeño de las siguientes funciones. Tasks • Realiza tareas de análisis que utilizan conocimientos de negocios y contabilidad para dirigir o desarrollar la programación necesaria para proporcionar la audito…,https://www.adzuna.es/details/5819735866?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5819525301,5819525301,IT Business Process Analyst (all genders),Business Analyst,,Business Analyst,Business Analyst,business analyst,1,1,Single search family,False,International,True,Unknown,es,Spain,EUR,Barcelona,Barcelona,Cataluña,España | Cataluña | Barcelona | Barcelona,"[""Espa\u00f1a"", ""Catalu\u00f1a"", ""Barcelona"", ""Barcelona""]",41.411906,2.184252,Not specified,Not specified,Not specified,2026-07-29 10:23:06+00:00,2026-07-29,2026,7,2026-07,2026-09-03,36,,,,False,False,False,"Your next career step As a Business Process Analyst , you will play an active role in shaping the further development of our digital solutions. You will analyse and optimise business processes, prioritise requirements, and work closely with our Solution Engineers and international business teams to deliver effective solutions. Your Tasks Take ownership of the continuous development of selected IT solutions, from gathering business requirements through to go-live Analyse, structure, and prioriti…",https://www.adzuna.es/details/5819525301?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5819155335,5819155335,Business Analyst con certificado de discapacidad.,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Not disclosed,False,Trabajos en consultoría,es,Spain,EUR,Madrid,Madrid,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Madrid,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Madrid""]",40.429254,-3.724726,Not specified,Not specified,Not specified,2026-07-29 03:46:25+00:00,2026-07-29,2026,7,2026-07,2026-09-03,36,27000.0,38000.0,32500.0,True,False,False,"· Realizar benchmarks de mercado y análisis comparativos de canales digitales, identificando buenas prácticas, tendencias, funcionalidades relevantes y oportunidades de mejora aplicables a Mutua. · Inventariar contenidos, páginas, funcionalidades y elementos de la web y otros canales digitales, manteniendo la información ordenada y actualizada. · Revisar la web y los canales digitales según las necesidades de negocio, detectando contenidos desactualizados, inconsistencias, mejoras de navegación…",https://www.adzuna.es/details/5819155335?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5815897769,5815897769,Sr. Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Textron,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-26 01:19:31+00:00,2026-07-26,2026,7,2026-07,2026-09-03,39,,,,False,False,False,"Key Responsibilities: · Accounts payable, accounts receivable · Filing and submitting value-added tax (VAT) and income tax returns · Preparing various taxes (corporate income tax, annual accounts, etc.) · Preparing financial reports for the company\: expenses and income · Identifying areas for improvement to increase efficiency and strengthen business processes · Supporting the Center Manager in preparing the Annual Operating Plan (AOP) and the Profit and Loss Statement (P&L) · Coordinating wit…",https://www.adzuna.es/details/5815897769?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5815003253,5815003253,Sr. Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Textron,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-25 07:30:12+00:00,2026-07-25,2026,7,2026-07,2026-09-03,40,,,,False,False,False,"Sr\. Business Analyst Description Key Responsibilities: * Accounts payable, accounts receivable * Filing and submitting value\-added tax \(VAT\) and income tax returns * Preparing various taxes \(corporate income tax, annual accounts, etc\.\) * Preparing financial reports for the company: expenses and income * Identifying areas for improvement to increase efficiency and strengthen business processes * Supporting the Center Manager in preparing the Annual Operating Plan \(AOP\) and the Profit an…",https://www.adzuna.es/details/5815003253?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5813471620,5813471620,Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,adm-Indicia,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-24 09:19:22+00:00,2026-07-24,2026,7,2026-07,2026-09-03,41,,,,False,False,False,"Description About the Role: As a Business Analyst at adm Indicia, you will play a pivotal role in connecting business needs with data and technology solutions. Working closely with internal stakeholders, technical teams, and occasionally clients, you’ll gather and translate requirements, map business processes, and help deliver solutions that drive efficiency, consistency, and business value across a diverse client portfolio. This is an exciting opportunity to join a growing data and analytics …",https://www.adzuna.es/details/5813471620?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5813471622,5813471622,Business Analyst (f/m/d),Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Axpo,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-24 09:19:22+00:00,2026-07-24,2026,7,2026-07,2026-09-03,41,,,,False,False,False,"Join us as a Business Analyst supporting the Origination business and help shape the evolution of our energy trading systems. Bring your analytical mindset, collaborative approach, and passion for improving business processes in an international environment. What you will do: Gather, analyze, and document business, functional, and technical requirements Support the enhancement and implementation of systems related to the Origination business Collaborate with technical teams to ensure alignment …",https://www.adzuna.es/details/5813471622?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5812975128,5812975128,Principal Business Analyst - Property Management Platform,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,DKB Code Factory,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-24 01:26:52+00:00,2026-07-24,2026,7,2026-07,2026-09-03,41,,,,False,False,False,"We lcome to DKB Code Factory…. { { … a_place_to_stay_yourself: } } ; { { … a_place_to_stay_curious: Join DKB Code Factory as Principal Business Analyst and ensure analytical excellence and cross-team delivery readiness across the Property Management subdomain. You will translate complex business needs into clear, delivery -ready feature concepts, drive decision-quality for multi-team initiatives, and reduce rework and integration risk , delivering measurable business value for bank customers. }…",https://www.adzuna.es/details/5812975128?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5812739545,5812739545,Senior Workday Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Saur Europe,True,Unknown,es,Spain,EUR,Madrid,Madrid,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Madrid,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Madrid""]",40.429254,-3.724726,Not specified,Not specified,Not specified,2026-07-23 23:38:14+00:00,2026-07-23,2026,7,2026-07,2026-09-03,42,,,,False,False,False,"As a pure player in water and essential services, Saur works to protect the environment in the heart of the territories it serves. Saur has always acted to offer the same quality of service to small towns as to large cities, guided by its mission: to restore to water the value it deserves. At a time when the challenges of the ecological transition are central to the problems faced by society worldwide, Saur is reasserting its commitments to take action, advocating and rallying all stakeholders …",https://www.adzuna.es/details/5812739545?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5811672920,5811672920,Business Analyst / Product Owner Banking,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Cross Border Talents,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Hybrid,Not specified,Not specified,2026-07-23 03:19:46+00:00,2026-07-23,2026,7,2026-07,2026-09-03,42,,,,False,False,False,"Business Analyst / Product Owner – Banking (Risk & Compliance) Hybrid: Madrid, Barcelona, Málaga, Logroño Remote within Spain Full-time About the role We’re looking for a Business Analyst / Product Owner to join international banking projects focused on Risk & Compliance architectures within complex financial environments. This role acts as a bridge between business and technology, translating business requirements into scalable functional solutions while supporting delivery across distributed …",https://www.adzuna.es/details/5811672920?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5811523768,5811523768,Business Performance Analyst (VIE contract),Business Analyst,,Business Analyst,Business Analyst,business analyst,1,1,Single search family,False,Criteo Technology,True,Unknown,es,Spain,EUR,Barcelona,Barcelona,Cataluña,España | Cataluña | Barcelona | Barcelona,"[""Espa\u00f1a"", ""Catalu\u00f1a"", ""Barcelona"", ""Barcelona""]",41.380002,2.168131,Not specified,Not specified,Not specified,2026-07-23 01:27:43+00:00,2026-07-23,2026,7,2026-07,2026-09-03,42,,,,False,False,False,"What You'll Do: As part of the Revenue and Market Analytics team within Revenue Operations, your mission will be to deliver robust and intuitive business insights that empower Criteo’s global leaders to shape commercial strategy and strengthen market positioning. You will use a data-driven approach to analyse business performance and market trends, uncover actionable insights, and translate complex findings into clear narratives that inform decision-making. This role requires comfort working wi…",https://www.adzuna.es/details/5811523768?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5811212058,5811212058,Junior Technical Account Manager & Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Juniper Travel Technology,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-22 23:31:20+00:00,2026-07-22,2026,7,2026-07,2026-09-03,43,,,,False,False,False,"En Juniper Travel Technology ofrecemos soluciones tecnológicas de vanguardia para la industria de viajes (OTA, DMC, BedBanks, Aerolíneas, Mayoristas y Cruceros). Desde 2003, hemos aumentado el potencial de más de 550 empresas en 50 países de América, Europa, Medio Oriente, Asia y África. Contamos con más de 400 profesionales expertos en tecnología y viajes que ayudan día a día a las empresas turísticas a acelerar su expansión global con nuestras soluciones tecnológicas de distribución turística…",https://www.adzuna.es/details/5811212058?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5809366771,5809366771,Business Support Analyst - Inglés C1,Business Analyst,,Business Analyst,Business Analyst,business analyst,1,1,Single search family,False,Not disclosed,False,Trabajos en consultoría,es,Spain,EUR,Madrid,Madrid,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Madrid,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Madrid""]",40.429254,-3.724726,Not specified,Not specified,Not specified,2026-07-21 15:38:45+00:00,2026-07-21,2026,7,2026-07,2026-09-03,44,35000.0,38000.0,36500.0,True,False,False,"Preparación y desarrollo de propuestas comerciales para clientes, en colaboración directa con socios Análisis y research de mercado y sectores para apoyar iniciativas comerciales Elaboración de presentaciones (PowerPoint) y materiales de apoyo a negocio Apoyo en la definición y seguimiento de presupuestos asociados a oportunidades Coordinación con diferentes equipos internos para recopilar información clave Seguimiento de iniciativas comerciales y apoyo en la organización de la actividad de neg…",https://www.adzuna.es/details/5809366771?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5807568221,5807568221,Business Analyst – Orientado a Procesos | Málaga,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,STANDBY.es,True,Unknown,es,Spain,EUR,"Málaga, Andalucía",Málaga,Andalucía,España | Andalucía | Málaga,"[""Espa\u00f1a"", ""Andaluc\u00eda"", ""M\u00e1laga""]",36.7212,-4.4217,Not specified,Not specified,Not specified,2026-07-20 01:19:15+00:00,2026-07-20,2026,7,2026-07,2026-09-03,45,,,,False,False,False,"Para nuestro cliente, empresa líder en su sector , ubicada en Málaga, STANDBY.es | Selección de Personal selecciona: Business Analyst. ¿A quién recomendarías que pueda encajar? Funciones principales: Realizar sesiones de levantamiento de requerimientos con stakeholders de áreas financieras y operativas, utilizando distintas metodologías según el nivel de madurez de cada departamento. Analizar flujos financieros end-to-end para detectar ineficiencias operativas, cuellos de botella y gaps de pr…",https://www.adzuna.es/details/5807568221?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5807567789,5807567789,Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Aristocrat Technologies,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-20 01:18:11+00:00,2026-07-20,2026,7,2026-07,2026-09-03,45,,,,False,False,False,"At Aristocrat, we aim to bring happiness to life through the power of play! As a Business Analyst on our Ad Tech team, you will support our Growth function by providing operational marketing analytics, managing partner platforms, and ensuring accurate campaign tracking and reporting. This opportunity is outstanding because you serve as the connection between User Acquisition, Marketing, external technology partners, and our centralized Data Analytics and Data Science teams. Your work enables qu…",https://www.adzuna.es/details/5807567789?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5806932448,5806932448,Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,SkyCell AG,True,Trabajos en logística y almacén,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-19 09:01:00+00:00,2026-07-19,2026,7,2026-07,2026-09-03,46,,,,False,False,False,"Are you passionate about collaborating with business teams and stakeholders to analyse, improve, and automate processes? Do you thrive in a dynamic environment where your expertise shapes the quality culture and enhances product reliability? If so, join us as a Business Analyst and play a vital role in our mission. Be a part of our team and help us deliver innovative solutions that make a real impact. Location: We are open to candidates based anywhere within the UK, Spain, Poland and Romania, …",https://www.adzuna.es/details/5806932448?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5806611926,5806611926,Business Information Analyst,Business Analyst,,Business Analyst,Business Analyst,business analyst,1,1,Single search family,False,PRGX Global,True,"Trabajos en marketing, publicidad y relaciones públicas",es,Spain,EUR,"Coslada, Madrid",Coslada,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Coslada,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Coslada""]",40.433139,-3.622847,Not specified,Not specified,Not specified,2026-07-19 01:22:29+00:00,2026-07-19,2026,7,2026-07,2026-09-03,46,,,,False,False,False,"Job Title Business Informartion Analyst Employment Type Full time Work Authorization Requirements Working in Spain without sponsorship Language Requirements Fluent English About PRGX PRGX is the global leader in source-to-pay data analytics and software, and tech-enabled profit recovery services. We provide software and services to maximize revenue recovery and drive margin improvement for our clients. For more information about PRGX, visit www.prgx.com. Job Duties & Responsibilities Experience…",https://www.adzuna.es/details/5806611926?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5805845815,5805845815,Business Information Analyst,Business Analyst,,Business Analyst,Business Analyst,business analyst,1,1,Single search family,False,PRGX,True,Unknown,es,Spain,EUR,Madrid,Madrid,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Madrid,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Madrid""]",40.429254,-3.724726,Not specified,Not specified,Not specified,2026-07-18 07:27:47+00:00,2026-07-18,2026,7,2026-07,2026-09-03,47,,,,False,False,False,"Job Title Business Informartion Analyst Employment Type Full time Work Authorization Requirements Working in Spain without sponsorship Language Requirements Fluent English About PRGX PRGX is the global leader in source-to-pay data analytics and software, and tech-enabled profit recovery services. We provide software and services to maximize revenue recovery and drive margin improvement for our clients. For more information about PRGX, visit www.prgx.com. Job Duties & Responsibilities Experienc…",https://www.adzuna.es/details/5805845815?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5805845515,5805845515,Senior Payroll Transformation Business Analyst,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Fresenius Medical Care,True,Unknown,es,Spain,EUR,Madrid,Madrid,Comunidad de Madrid,España | Comunidad de Madrid | Madrid | Madrid,"[""Espa\u00f1a"", ""Comunidad de Madrid"", ""Madrid"", ""Madrid""]",40.429254,-3.724726,Not specified,Not specified,Not specified,2026-07-18 07:27:32+00:00,2026-07-18,2026,7,2026-07,2026-09-03,47,,,,False,False,False,"Senior Payroll Transformation Business Analyst At Fresenius Medical Care, we are the global leader in kidney care, committed to improving the lives of patients with chronic kidney disease. Our mission is to deliver high-quality, innovative products, services, and care across the entire healthcare journey. Guided by our vision-""Creating a future worth living. For patients. Worldwide. Every day.""-we work with purpose and compassion, supported by a global team of over 110,000 employees. Within our…",https://www.adzuna.es/details/5805845515?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5804499920,5804499920,Business Analyst – Business Master Platform (m/f/d),Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Allianz,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-17 09:16:37+00:00,2026-07-17,2026,7,2026-07,2026-09-03,48,,,,False,False,False,"130 years of trust, time to shape what’s next. Allianz Group is one of the world’s leading insurers and asset managers – built on over a century of stability, expertise, and financial strength. Allianz Services is where that legacy meets the future. 8,200 people. Eight countries. Three continents. We deliver specialized services to clients within Allianz Group, powered by AI, advanced analytics, and a mindset that refuses to stand still. From core insurance operations to engineering and consult…",https://www.adzuna.es/details/5804499920?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
es-5804499921,5804499921,Salesforce Business Analyst – M/H,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Niji,True,Unknown,es,Spain,EUR,España,,,España,"[""Espa\u00f1a""]",,,Not specified,Not specified,Not specified,2026-07-17 09:16:37+00:00,2026-07-17,2026,7,2026-07,2026-09-03,48,,,,False,False,False,"La fuerza de Niji: cruzar las experticias digitales – consultoría, diseño, IA, datos, tecnología, integración y ciberseguridad – al servicio de soluciones concretas e innovadoras para nuestros clientes grandes cuentas y ETI. Nuestros proyectos integran la IA para fortalecer el rendimiento, la productividad y facilitar la toma de decisiones. Únete a un equipo clave de Niji, especializado en la integración de soluciones digitales, con experiencia en Salesforce (partner Summit), así como en soluci…",https://www.adzuna.es/details/5804499921?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
